,Company  Name,Details,Symbol,First Trade Date,sector / industry
3423,(SHW)  Sherwin-Williams Co. (The),Stock Research for SHW,SHW,1980-03-17,"('Basic Materials', 'Specialty Chemicals')"
658,(CDE)  Coeur dAlene Mines Corp.,Stock Research for CDE,CDE,1980-03-17,"('Basic Materials', 'Gold')"
3434,(SIGI)  Selective Insurance Group Inc.,Stock Research for SIGI,SIGI,1980-03-17,"('Financial Services', 'Insurance—Property & Casualty')"
646,(CCK)  Crown Holdings Inc.,Stock Research for CCK,CCK,1980-03-17,"('Consumer Cyclical', 'Packaging & Containers')"
637,(CBSH)  Commerce Bancshares Inc.,Stock Research for CBSH,CBSH,1980-03-17,"('Financial Services', 'Banks—Regional')"
3450,(SJI)  South Jersey Industries Inc.,Stock Research for SJI,SJI,1980-03-17,"('Utilities', 'Utilities—Diversified')"
629,(CBB)  Cincinnati Bell Inc.,Stock Research for CBB,CBB,1980-03-17,"('Communication Services', 'Telecom Services')"
604,(CAL)  Calares Inc.,Stock Research for CAL,CAL,1980-03-17,"('Consumer Cyclical', 'Footwear & Accessories')"
602,(CAJ)  Canon Inc.,Stock Research for CAJ,CAJ,1980-03-17,"('Technology', 'Computer Hardware')"
599,(CAG)  ConAgra Inc.,Stock Research for CAG,CAG,1980-03-17,"('Consumer Defensive', 'Packaged Foods')"
3851,(TT)  Trane Technologies PLC,Stock Research for TT,TT,1980-03-17,"('Industrials', 'Specialty Industrial Machinery')"
3491,(SMP)  Standard Motor Products Inc.,Stock Research for SMP,SMP,1980-03-17,"('Consumer Cyclical', 'Auto Parts')"
3742,(TGNA)  TEGNA Inc.,Stock Research for TGNA,TGNA,1980-03-17,"('Communication Services', 'Broadcasting')"
3725,(TEN)  Tenneco Inc.,Stock Research for TEN,TEN,1980-03-17,"('Consumer Cyclical', 'Auto Parts')"
3673,(SYNL)  Synalloy Corp,Stock Research for SYNL,SYNL,1980-03-17,"('Basic Materials', 'Steel')"
1617,(GLT)  PH Glatfelter Co.,Stock Research for GLT,GLT,1980-03-17,"('Basic Materials', 'Paper & Paper Products')"
2308,(LNC)  Lincoln National Corp.,Stock Research for LNC,LNC,1980-03-17,"('Financial Services', 'Insurance—Life')"
3849,(TSN)  Tyson Foods Inc. Class A,Stock Research for TSN,TSN,1980-03-17,"('Consumer Defensive', 'Farm Products')"
1010,(DDS)  Dillards Inc.,Stock Research for DDS,DDS,1980-03-17,"('Consumer Cyclical', 'Department Stores')"
815,(COHR)  Coherent Inc.,Stock Research for COHR,COHR,1980-03-17,"('Technology', 'Scientific & Technical Instruments')"
2131,(JPM)  JPMorgan Chase & Co.,Stock Research for JPM,JPM,1980-03-17,"('Financial Services', 'Banks—Diversified')"
2135,(JWN)  Nordstrom Inc.,Stock Research for JWN,JWN,1980-03-17,"('Consumer Cyclical', 'Department Stores')"
2142,(KAMN)  Kaman Corp.,Stock Research for KAMN,KAMN,1980-03-17,"('Industrials', 'Aerospace & Defense')"
2146,(KBAL)  Kimball International Inc.,Stock Research for KBAL,KBAL,1980-03-17,"('Consumer Cyclical', 'Furnishings, Fixtures & Appliances')"
2158,(KELYA)  Kelly Services Inc.,Stock Research for KELYA,KELYA,1980-03-17,"('Industrials', 'Staffing & Employment Services')"
2161,(KEX)  Kirby Corp.,Stock Research for KEX,KEX,1980-03-17,"('Industrials', 'Marine Shipping')"
1453,(FOE)  Ferro Corp.,Stock Research for FOE,FOE,1980-03-17,"('Basic Materials', 'Specialty Chemicals')"
1434,(FMC)  FMC Corp.,Stock Research for FMC,FMC,1980-03-17,"('Basic Materials', 'Agricultural Inputs')"
2217,(KSU)  Kansas City Southern,Stock Research for KSU,KSU,1980-03-17,"('Industrials', 'Railroads')"
1426,(FLS)  Flowserve Corp.,Stock Research for FLS,FLS,1980-03-17,"('Industrials', 'Specialty Industrial Machinery')"
2108,(JEF)  Jefferies Financial Group Inc.,Stock Research for JEF,JEF,1980-03-17,"('Financial Services', 'Financial Conglomerates')"
1423,(FLO)  Flowers Foods Inc.,Stock Research for FLO,FLO,1980-03-17,"('Consumer Defensive', 'Packaged Foods')"
2229,(L)  Loews Corp.,Stock Research for L,L,1980-03-17,"('Financial Services', 'Insurance—Property & Casualty')"
2237,(LANC)  Lancaster Colony Corp.,Stock Research for LANC,LANC,1980-03-17,"('Consumer Defensive', 'Packaged Foods')"
1407,(FITB)  Fifth Third Bancorp.,Stock Research for FITB,FITB,1980-03-17,"('Financial Services', 'Banks—Regional')"
1397,(FHN)  First Horizon National Corp.,Stock Research for FHN,FHN,1980-03-17,"('Financial Services', 'Banks—Regional')"
2259,(LDL)  Lydall Inc.,Stock Research for LDL,LDL,1980-03-17,"('Industrials', 'Specialty Industrial Machinery')"
2265,(LEE)  Lee Enterprises Inc.,Stock Research for LEE,LEE,1980-03-17,"('Communication Services', 'Publishing')"
2179,(KMB)  Kimberly-Clark Corp.,Stock Research for KMB,KMB,1980-03-17,"('Consumer Defensive', 'Household & Personal Products')"
3747,(THC)  Tenet Healthcare Corp.,Stock Research for THC,THC,1980-03-17,"('Healthcare', 'Medical Care Facilities')"
3566,(SPXC)  SPX Corp.,Stock Research for SPXC,SPXC,1980-03-17,"('Industrials', 'Specialty Industrial Machinery')"
785,(CMTL)  Comtech Telecom. Corp.,Stock Research for CMTL,CMTL,1980-03-17,"('Technology', 'Communication Equipment')"
3524,(SON)  Sonoco Products Co.,Stock Research for SON,SON,1980-03-17,"('Consumer Cyclical', 'Packaging & Containers')"
2270,(LEN)  Lennar Corp.,Stock Research for LEN,LEN,1980-03-17,"('Consumer Cyclical', 'Residential Construction')"
2323,(LOW)  Lowes Companies Inc.,Stock Research for LOW,LOW,1980-03-17,"('Consumer Cyclical', 'Home Improvement Retail')"
2226,(KWR)  Quaker Chemical Corp.,Stock Research for KWR,KWR,1980-03-17,"('Basic Materials', 'Specialty Chemicals')"
2090,(J)  Jacobs Engineering Group Inc.,Stock Research for J,J,1980-03-17,"('Industrials', 'Engineering & Construction')"
1490,(FSS)  Federal Signal Corp.,Stock Research for FSS,FSS,1980-03-17,"('Industrials', 'Pollution & Treatment Controls')"
1505,(FTRCQ)  Frontier Communications Corp.,Stock Research for FTRCQ,FTRCQ,1980-03-17,"('Communication Services', 'Telecom Services')"
1731,(HAS)  Hasbro Inc.,Stock Research for HAS,HAS,1980-03-17,"('Consumer Cyclical', 'Leisure')"
1734,(HBAN)  Huntington Bancshares Inc.,Stock Research for HBAN,HBAN,1980-03-17,"('Financial Services', 'Banks—Regional')"
1671,(GRC)  Gorman-Rupp Co.,Stock Research for GRC,GRC,1980-03-17,"('Industrials', 'Specialty Industrial Machinery')"
1667,(GPS)  Gap Inc. (The),Stock Research for GPS,GPS,1980-03-17,"('Consumer Cyclical', 'Apparel Retail')"
1761,(HEI)  HEICO Corp.,Stock Research for HEI,HEI,1980-03-17,"('Industrials', 'Aerospace & Defense')"
1657,(GPC)  Genuine Parts Co.,Stock Research for GPC,GPC,1980-03-17,"('Consumer Cyclical', 'Specialty Retail')"
1766,(HES)  Hess Corp.,Stock Research for HES,HES,1980-03-17,"('Energy', 'Oil & Gas E&P')"
1772,(HFC)  HollyFrontier Corp.,Stock Research for HFC,HFC,1980-03-17,"('Energy', 'Oil & Gas Refining & Marketing')"
1785,(HL)  Hecla Mining Co.,Stock Research for HL,HL,1980-03-17,"('Basic Materials', 'Gold')"
1793,(HMC)  Honda Motor Co. Ltd. ADR,Stock Research for HMC,HMC,1980-03-17,"('Consumer Cyclical', 'Auto Manufacturers')"
1802,(HNI)  HNI Corp.,Stock Research for HNI,HNI,1980-03-17,"('Industrials', 'Business Equipment & Supplies')"
1824,(HRL)  Hormel Foods Corp.,Stock Research for HRL,HRL,1980-03-17,"('Consumer Defensive', 'Packaged Foods')"
1831,(HSC)  Harsco Corp.,Stock Research for HSC,HSC,1980-03-17,"('Industrials', 'Specialty Industrial Machinery')"
1834,(HST)  Host Hotels & Resorts Inc.,Stock Research for HST,HST,1980-03-17,"('Financial', 'REIT - Hotel/Motel')"
1836,(HSY)  Hershey Foods Corp.,Stock Research for HSY,HSY,1980-03-17,"('Consumer Defensive', 'Confectioners')"
1856,(HVT)  Haverty Furniture Companies Inc.,Stock Research for HVT,HVT,1980-03-17,"('Consumer Cyclical', 'Home Improvement Retail')"
1374,(FELE)  Franklin Electric Co. Inc.,Stock Research for FELE,FELE,1980-03-17,"('Industrials', 'Specialty Industrial Machinery')"
384,(B)  Barnes Group Inc.,Stock Research for B,B,1980-03-17,"('Industrials', 'Specialty Industrial Machinery')"
2266,(LEG)  Leggett & Platt Inc.,Stock Research for LEG,LEG,1980-03-17,"('Consumer Cyclical', 'Furnishings, Fixtures & Appliances')"
1861,(HXL)  Hexcel Corp.,Stock Research for HXL,HXL,1980-03-17,"('Industrials', 'Aerospace & Defense')"
595,(CACI)  CACI Intl. Inc.,Stock Research for CACI,CACI,1980-03-17,"('Technology', 'Information Technology Services')"
1589,(GHM)  Graham Corp.,Stock Research for GHM,GHM,1980-03-17,"('Industrials', 'Specialty Industrial Machinery')"
1970,(IMO)  Imperial Oil Ltd.,Stock Research for IMO,IMO,1980-03-17,"('Energy', 'Oil & Gas Integrated')"
1996,(INTC)  Intel Corp.,Stock Research for INTC,INTC,1980-03-17,"('Technology', 'Semiconductors')"
2012,(IPG)  Interpublic Grp. of Companies Inc. (The),Stock Research for IPG,IPG,1980-03-17,"('Communication Services', 'Advertising Agencies')"
2628,(NEU)  NewMarket Corp.,Stock Research for NEU,NEU,1980-03-17,"('Basic Materials', 'Specialty Chemicals')"
2383,(MAS)  Masco Corp.,Stock Research for MAS,MAS,1980-03-17,"('Industrials', 'Building Products & Equipment')"
2410,(MCS)  Marcus Corp. (The),Stock Research for MCS,MCS,1980-03-17,"('Communication Services', 'Entertainment')"
2420,(MDP)  Meredith Corp.,Stock Research for MDP,MDP,1980-03-17,"('Communication Services', 'Publishing')"
999,(DCI)  Donaldson Co. Inc.,Stock Research for DCI,DCI,1980-03-17,"('Industrials', 'Specialty Industrial Machinery')"
2865,(PATK)  Patrick Industries Inc.,Stock Research for PATK,PATK,1980-03-17,"('Consumer Cyclical', 'Recreational Vehicles')"
2883,(PCAR)  PACCAR Inc.,Stock Research for PCAR,PCAR,1980-03-17,"('Industrials', 'Farm & Heavy Construction Machinery')"
2886,(PCH)  PotlatchDeltic,Stock Research for PCH,PCH,1980-03-17,"('Real Estate', 'REIT—Specialty')"
976,(D)  Dominion Energy Inc.,Stock Research for D,D,1980-03-17,"('Utilities', 'Utilities—Diversified')"
2916,(PEO)  Adams Natural Resources Fund Inc.,Stock Research for PEO,PEO,1980-03-17,"('Financial Services', 'Asset Management')"
950,(CW)  Curtiss-Wright Corp.,Stock Research for CW,CW,1980-03-17,"('Industrials', 'Specialty Industrial Machinery')"
2944,(PGR)  Progressive Corp. (The),Stock Research for PGR,PGR,1980-03-17,"('Financial Services', 'Insurance—Property & Casualty')"
2948,(PH)  Parker-Hannifin Corp.,Stock Research for PH,PH,1980-03-17,"('Industrials', 'Specialty Industrial Machinery')"
2952,(PHG)  Koninklijke Philips Electronics NV,Stock Research for PHG,PHG,1980-03-17,"('Healthcare', 'Diagnostics & Research')"
2953,(PHM)  PulteGroup Inc.,Stock Research for PHM,PHM,1980-03-17,"('Consumer Cyclical', 'Residential Construction')"
931,(CUZ)  Cousins Properties Inc.,Stock Research for CUZ,CUZ,1980-03-17,"('Real Estate', 'REIT—Office')"
2974,(PKE)  Park Electrochemical Corp.,Stock Research for PKE,PKE,1980-03-17,"('Industrials', 'Aerospace & Defense')"
922,(CUB)  Cubic Corp.,Stock Research for CUB,CUB,1980-03-17,"('Industrials', 'Aerospace & Defense')"
916,(CTS)  CTS Corp.,Stock Research for CTS,CTS,1980-03-17,"('Technology', 'Electronic Components')"
3018,(PPG)  PPG Industries Inc.,Stock Research for PPG,PPG,1980-03-17,"('Basic Materials', 'Specialty Chemicals')"
1580,(GFI)  Gold Fields Ltd.,Stock Research for GFI,GFI,1980-03-17,"('Basic Materials', 'Gold')"
1133,(EBF)  Ennis Inc.,Stock Research for EBF,EBF,1980-03-17,"('Industrials', 'Business Equipment & Supplies')"
3013,(POWL)  Powell Industries Inc.,Stock Research for POWL,POWL,1980-03-17,"('Industrials', 'Electrical Equipment & Parts')"
3020,(PPL)  PPL Corp.,Stock Research for PPL,PPL,1980-03-17,"('Utilities', 'Utilities—Regulated Electric')"
2824,(ORI)  Old Republic International Corp.,Stock Research for ORI,ORI,1980-03-17,"('Financial Services', 'Insurance—Diversified')"
3200,(RF)  Regions Financial Corp.,Stock Research for RF,RF,1980-03-17,"('Financial Services', 'Banks—Regional')"
2849,(OXM)  Oxford Indus. Inc.,Stock Research for OXM,OXM,1980-03-17,"('Consumer Cyclical', 'Apparel Manufacturing')"
816,(COHU)  Cohu Inc.,Stock Research for COHU,COHU,1980-03-17,"('Technology', 'Semiconductor Equipment & Materials')"
3089,(PVH)  PVH Corp.,Stock Research for PVH,PVH,1980-03-17,"('Consumer Cyclical', 'Apparel Manufacturing')"
3149,(RBC)  Regal-Beloit Corp.,Stock Research for RBC,RBC,1980-03-17,"('Industrials', 'Specialty Industrial Machinery')"
3146,(RAVN)  Raven Industries Inc.,Stock Research for RAVN,RAVN,1980-03-17,"('Industrials', 'Specialty Industrial Machinery')"
3139,(RAD)  Rite Aid Corp.,Stock Research for RAD,RAD,1980-03-17,"('Healthcare', 'Pharmaceutical Retailers')"
2797,(OMC)  Omnicom Group Inc.,Stock Research for OMC,OMC,1980-03-17,"('Communication Services', 'Advertising Agencies')"
2619,(NEM)  Newmont Mining Corp.,Stock Research for NEM,NEM,1980-03-17,"('Basic Materials', 'Gold')"
1277,(EV)  Eaton Vance Corp.,Stock Research for EV,EV,1980-03-17,"('Financial Services', 'Asset Management')"
2480,(MLHR)  Miller (Herman) Inc.,Stock Research for MLHR,MLHR,1980-03-17,"('Consumer Cyclical', 'Furnishings, Fixtures & Appliances')"
1251,(ESCA)  Escalade Inc.,Stock Research for ESCA,ESCA,1980-03-17,"('Consumer Cyclical', 'Leisure')"
1241,(EQT)  Equitable Resources Inc.,Stock Research for EQT,EQT,1980-03-17,"('Energy', 'Oil & Gas E&P')"
856,(CR)  Crane Co.,Stock Research for CR,CR,1980-03-17,"('Industrials', 'Specialty Industrial Machinery')"
2550,(MTB)  M&T Bank Corp.,Stock Research for MTB,MTB,1980-03-17,"('Financial Services', 'Banks—Regional')"
2561,(MTRN)  Materion Corp.,Stock Research for MTRN,MTRN,1980-03-17,"('Basic Materials', 'Other Industrial Metals & Mining')"
2563,(MTSC)  MTS Systems Corp.,Stock Research for MTSC,MTSC,1980-03-17,"('Technology', 'Scientific & Technical Instruments')"
1167,(EFX)  Equifax Inc.,Stock Research for EFX,EFX,1980-03-17,"('Industrials', 'Consulting Services')"
2573,(MUR)  Murphy Oil Corp.,Stock Research for MUR,MUR,1980-03-17,"('Energy', 'Oil & Gas E&P')"
2584,(MYE)  Myers Industries Inc.,Stock Research for MYE,MYE,1980-03-17,"('Consumer Cyclical', 'Packaging & Containers')"
904,(CSWC)  Capital Southwest Corp.,Stock Research for CSWC,CSWC,1980-03-17,"('Financial Services', 'Asset Management')"
2446,(MGEE)  MGE Energy Inc.,Stock Research for MGEE,MGEE,1980-03-17,"('Utilities', 'Utilities—Diversified')"
2331,(LPX)  Louisiana-Pacific Corp.,Stock Research for LPX,LPX,1980-03-17,"('Industrials', 'Building Products & Equipment')"
3891,(TYL)  Tyler Techs. Inc.,Stock Research for TYL,TYL,1980-03-17,"('Technology', 'Software—Application')"
2586,(MYL)  Mylan NV,Stock Research for MYL,MYL,1980-03-17,"('Healthcare', 'Drug Manufacturers—Specialty & Generic')"
145,(ALK)  Alaska Air Group Inc.,Stock Research for ALK,ALK,1980-03-17,"('Industrials', 'Airlines')"
2701,(NRT)  North European Oil Royalty Trust,Stock Research for NRT,NRT,1980-03-17,"('Energy', 'Oil & Gas Equipment & Services')"
2722,(NTRS)  Northern Trust Corp.,Stock Research for NTRS,NTRS,1980-03-17,"('Financial Services', 'Asset Management')"
1077,(DOV)  Dover Corp.,Stock Research for DOV,DOV,1980-03-17,"('Industrials', 'Specialty Industrial Machinery')"
2726,(NUE)  Nucor Corp.,Stock Research for NUE,NUE,1980-03-17,"('Basic Materials', 'Steel')"
2745,(NWL)  Newell Brands Inc.,Stock Research for NWL,NWL,1980-03-17,"('Consumer Defensive', 'Household & Personal Products')"
2750,(NX)  Quanex Building Products Corp.,Stock Research for NX,NX,1980-03-17,"('Industrials', 'Building Products & Equipment')"
1060,(DLX)  Deluxe Corp.,Stock Research for DLX,DLX,1980-03-17,"('Communication Services', 'Advertising Agencies')"
2802,(OMI)  Owens & Minor Inc.,Stock Research for OMI,OMI,1980-03-17,"('Healthcare', 'Medical Distribution')"
3853,(TTC)  The Toro Co.,Stock Research for TTC,TTC,1980-03-17,"('Industrials', 'Tools & Accessories')"
844,(CPK)  Chesapeake Utilities Corp.,Stock Research for CPK,CPK,1980-03-17,"('Utilities', 'Utilities—Regulated Gas')"
4227,(WTRG)  Essential Utilities Inc.,Stock Research for WTRG,WTRG,1980-03-17,"('Utilities', 'Utilities—Regulated Water')"
4308,(YRCW)  YRC Worldwide Inc.,Stock Research for YRCW,YRCW,1980-03-17,"('Industrials', 'Trucking')"
286,(ASB)  Associated Banc-Corp,Stock Research for ASB,ASB,1980-03-17,"('Financial Services', 'Banks—Regional')"
4211,(WRE)  Washington REIT,Stock Research for WRE,WRE,1980-03-17,"('Real Estate', 'REIT—Office')"
4200,(WOR)  Worthington Ind. Inc.,Stock Research for WOR,WOR,1980-03-17,"('Industrials', 'Metal Fabrication')"
3876,(TWIN)  Twin Disc Inc.,Stock Research for TWIN,TWIN,1980-03-17,"('Industrials', 'Specialty Industrial Machinery')"
4323,(ZION)  Zions Bancorp.,Stock Research for ZION,ZION,1980-03-17,"('Financial Services', 'Banks—Regional')"
4160,(WEC)  Wisconsin Energy,Stock Research for WEC,WEC,1980-03-17,"('Utilities', 'Utilities—Regulated Electric')"
171,(AMD)  Advanced Micro Devices Inc.,Stock Research for AMD,AMD,1980-03-17,"('Technology', 'Semiconductors')"
4193,(WMK)  Weis Markets Inc.,Stock Research for WMK,WMK,1980-03-17,"('Consumer Defensive', 'Grocery Stores')"
3913,(UDR)  UDR Inc.,Stock Research for UDR,UDR,1980-03-17,"('Real Estate', 'REIT—Residential')"
61,(ADM)  Archer-Daniels-Midland Co.,Stock Research for ADM,ADM,1980-03-17,"('Consumer Defensive', 'Farm Products')"
4223,(WST)  West Pharma. Srvs. Inc.,Stock Research for WST,WST,1980-03-17,"('Healthcare', 'Medical Instruments & Supplies')"
1107,(DUK)  Duke Energy Corp.,Stock Research for DUK,DUK,1980-03-17,"('Utilities', 'Utilities—Regulated Electric')"
2662,(NL)  NL Industries Inc.,Stock Research for NL,NL,1980-03-17,"('Industrials', 'Security & Protection Services')"
60,(ADI)  Analog Devices Inc.,Stock Research for ADI,ADI,1980-03-17,"('Technology', 'Semiconductors')"
4141,(WABC)  Westamerica Bancorp,Stock Research for WABC,WABC,1980-03-17,"('Financial Services', 'Banks—Regional')"
4082,(VOLT)  Volt Information Sciences Inc.,Stock Research for VOLT,VOLT,1980-03-17,"('Industrials', 'Staffing & Employment Services')"
111,(AGYS)  Agilysys Inc.,Stock Research for AGYS,AGYS,1980-03-17,"('Technology', 'Software—Application')"
4031,(VFC)  V.F. Corp.,Stock Research for VFC,VFC,1980-03-17,"('Consumer Cyclical', 'Apparel Manufacturing')"
3936,(UMBF)  UMB Financial Corp.,Stock Research for UMBF,UMBF,1980-03-17,"('Financial Services', 'Banks—Regional')"
4071,(VNO)  Vornado Realty Trust,Stock Research for VNO,VNO,1980-03-17,"('Real Estate', 'REIT—Office')"
120,(AIR)  AAR Corp.,Stock Research for AIR,AIR,1980-03-17,"('Industrials', 'Aerospace & Defense')"
4148,(WBA)  Walgreens Boots Alliance Inc.,Stock Research for WBA,WBA,1980-03-17,"('Healthcare', 'Pharmaceutical Retailers')"
66,(ADP)  Automatic Data Processing Inc.,Stock Research for ADP,ADP,1980-03-17,"('Industrials', 'Staffing & Employment Services')"
289,(ASH)  Ashland Inc.,Stock Research for ASH,ASH,1980-03-17,"('Basic Materials', 'Chemicals')"
3941,(UN)  Unilever NV,Stock Research for UN,UN,1980-03-17,"('Consumer Defensive', 'Household & Personal Products')"
87,(AFG)  American Financial Group Inc.,Stock Research for AFG,AFG,1980-03-17,"('Financial Services', 'Insurance—Property & Casualty')"
223,(APD)  Air Products & Chemicals Inc.,Stock Research for APD,APD,1980-03-17,"('Basic Materials', 'Chemicals')"
89,(AFL)  AFLAC Inc.,Stock Research for AFL,AFL,1980-03-17,"('Financial Services', 'Insurance—Life')"
282,(ARW)  Arrow Electronics Inc.,Stock Research for ARW,ARW,1980-03-17,"('Technology', 'Electronics & Computer Distribution')"
25,(ABT)  Abbott Laboratories,Stock Research for ABT,ABT,1980-03-17,"('Healthcare', 'Medical Devices')"
122,(AIT)  Applied Industrial Techs. Inc.,Stock Research for AIT,AIT,1980-03-17,"('Industrials', 'Industrial Distribution')"
165,(AMAT)  Applied Mats. Inc.,Stock Research for AMAT,AMAT,1980-03-17,"('Technology', 'Semiconductor Equipment & Materials')"
4237,(WWW)  Wolverine World Wide Inc.,Stock Research for WWW,WWW,1980-03-17,"('Consumer Cyclical', 'Footwear & Accessories')"
